trip_distance,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,pickup_location_id,dropoff_location_id,month,day,day_of_week,hour_of_day,trip_duration
11.6,1,33.5,0.5,0.5,7.2,0,0.3,42,68,67,1,17,2,1,4956
9.48,2,33,0.5,0.5,0,0,0.3,34.3,148,7,4,8,6,3,2496
7.7,1,23,0,0.5,4.75,0,0.3,28.55,236,88,2,24,5,18,1047
6.19,1,26,0.5,0.5,5.46,0,0.3,32.76,144,142,11,29,3,22,3917.000000000001
3.1,1,26.5,0,0.5,5.45,0,0.3,32.75,246,237,11,7,2,10,1626
10.84,1,42.5,0,0.5,9.81,5.76,0.3,58.87,68,138,5,2,2,14,2518
8.35,1,32,0,0.5,50,0,0.3,82.8,230,247,3,26,0,7,1574
10.34,1,31,0.5,0.5,6.46,0,0.3,38.76,132,36,7,4,2,23,1237
5.2,1,26.5,0,0.5,5.45,0,0.3,32.75,166,170,6,27,2,15,4600
5.51,2,23,0,0.5,0,0,0.3,23.8,229,231,2,17,5,15,1353
18.13,1,58.5,0,0.5,13.01,5.76,0.3,78.07,138,265,7,17,1,7,2591
6.4,1,22.5,1,0.5,4.85,0,0.3,29.15,88,140,10,12,4,18,1728
7.7,2,25.5,1,0.5,0,0,0.3,27.3,142,243,1,22,0,16,2183
5.47,1,26.5,0,0.5,5.46,0,0.3,32.76,100,87,11,29,3,8,87
9.2,1,26,0,0.5,8.1,5.76,0.3,40.66,162,138,3,4,6,10,91
12.5,1,38,0,0.5,8.9,5.76,0.3,53.46,138,264,8,20,0,9,1819
11.32,1,36.5,1,0.5,13.22,5.76,0.3,57.28,138,163,11,7,2,18,1775
7.8,1,26,0,0.5,6.5,5.76,0.3,39.06,236,138,11,7,2,7,4162
8.28,1,25,0.5,0.5,5.26,0,0.3,31.56,237,243,3,27,1,20,1584
9.92,1,38,1,0.5,7.96,0,0.3,47.76,138,65,6,6,2,16,1015
4.9,2,24.5,1,0.5,0,0,0.3,26.3,25,36,7,20,4,16,2529
6.14,1,24,0.5,0.5,5.06,0,0.3,30.36,68,42,10,3,2,20,1618
6.22,1,21.5,0,0.5,5.58,0,0.3,27.88,239,243,2,27,1,15,1489
13.53,1,46.5,0,0.5,9.46,0,0.3,56.76,132,65,5,3,3,9,2198
3.98,1,22,0.5,0.5,5.82,0,0.3,29.12,236,68,10,4,3,20,1931
8.14,1,26,1,0.5,4.44,5.76,0.3,38,138,162,1,16,1,18,3215
7.5,1,21.5,0,0.5,7,5.76,0.3,35.06,75,138,7,29,6,7,1801
19.3,1,53.5,0.5,0.5,9,0,0.3,63.8,264,264,12,20,3,23,2426
4.3,1,50,0,0,13.05,15,0.3,78.35,107,265,10,26,4,13,1954
8.6,1,25,0.5,0.5,3.7,0,0.3,30,87,74,4,25,2,21,2320
7.93,1,27,0.5,0.5,7.08,0,0.3,35.38,170,189,11,30,4,22,2770
7.07,2,22,0,0.5,0,5.76,0.3,28.56,88,14,7,20,4,10,1528
9.4,1,28,0.5,0.5,4,0,0.3,33.3,256,89,6,16,5,21,2584
9.89,1,27.5,0,0.5,6.81,5.76,0.3,40.87,162,138,2,7,2,6,2788
6.48,1,22,0,0.5,4.56,0,0.3,27.36,237,87,1,16,1,9,1592
10.5,1,35.5,0,0.5,8.4,5.76,0.3,50.46,234,138,1,29,0,7,1354
10.3,1,37,0.5,0.5,7.66,0,0.3,45.96,230,95,5,22,1,23,1581
8.41,1,28.5,0,0.5,7.01,5.76,0.3,42.07,151,138,9,12,2,7,3136
6.74,1,23.5,0,0.5,4,0,0.3,28.3,138,112,8,9,3,11,3771.000000000001
8.05,1,24,0,0.5,4.96,0,0.3,29.76,236,231,7,4,2,8,1501
11.16,1,44.5,0,0.5,10.21,5.76,0.3,61.27,138,230,5,14,0,10,2553
11.3,1,34,0.5,0.5,8.8,0,0.3,44.1,138,231,9,21,4,20,1690
3.9,1,28.5,0,0.5,5.85,0,0.3,35.15,186,148,6,24,6,17,2116
9.78,1,36.5,1,0.5,10,5.76,0.3,54.06,107,138,10,4,3,17,1425
4.42,1,24,1,0.5,5.16,0,0.3,30.96,79,239,11,30,4,17,2520
8.42,1,29.5,1,0.5,7.82,0,0.3,39.12,162,181,6,4,0,19,2094
8.36,1,25,0.5,0.5,6.41,5.76,0.3,38.47,138,164,5,22,1,22,2077
11,1,32.5,0.5,0.5,9.85,5.76,0.3,49.41,138,48,1,17,2,0,1489
7.38,1,27.5,0.5,0.5,5.76,0,0.3,34.56,211,75,9,12,2,20,1181
6.93,1,25.5,0.5,0.5,5.36,0,0.3,32.16,158,145,8,18,5,23,1732
6.26,1,21.5,0,0.5,4.46,0,0.3,26.76,236,211,3,28,2,9,1163
8.58,1,25,0.5,0.5,6.41,5.76,0.3,38.47,138,236,10,3,2,22,3851.000000000001
7.19,2,26.5,0.5,0.5,0,0,0.3,27.8,48,129,3,10,5,0,1788
10.81,1,31.5,0.5,0.5,8.2,0,0.3,41,138,52,8,17,4,23,1476
8.1,1,27.5,0.5,0.5,5.76,0,0.3,34.56,142,49,2,26,0,0,1040
13.9,1,43,0,0.5,7.43,5.76,0.3,56.99,13,138,12,11,1,13,1273
9.77,1,38,0,0.5,8.91,5.76,0.3,53.47,138,162,5,14,0,10,1652
5.6,1,24.5,1,0.5,5.25,0,0.3,31.55,264,264,12,20,3,19,1610
5.91,1,21.5,0.5,0.5,4.56,0,0.3,27.36,186,40,5,1,1,21,1867
6.73,1,25.5,0,0.5,6.58,0,0.3,32.88,90,25,3,29,3,15,4476
9.9,1,41,0.5,0.5,8.45,0,0.3,50.75,48,181,3,6,1,21,2344
7.9,1,26,0,0.5,4,0,0.3,30.8,142,189,11,18,6,6,2971
9.4,1,29.5,0,0.5,10,0,0.3,40.3,138,138,10,4,3,11,4121
4.95,1,26,0.5,0.5,5.46,0,0.3,32.76,186,256,11,30,4,21,747
6.06,2,21.5,0,0.5,0,0,0.3,22.3,116,161,6,9,5,17,1666
5.9,2,25,0.5,0.5,0,0,0.3,26.3,230,42,3,9,4,20,2261
9.94,1,31,0,0.5,8,5.76,0.3,45.56,170,138,4,4,2,15,1626
8.05,1,25.5,0.5,0.5,5.36,0,0.3,32.16,236,231,3,5,0,0,2294
11.65,1,39.5,0.5,0.5,6,0,0.3,46.8,132,89,4,5,3,21,2473
6.8,1,23.5,1,0.5,5.05,0,0.3,30.35,249,166,1,17,2,16,2283
9.07,1,44.5,1,0.5,10.41,5.76,0.3,62.47,138,163,1,17,2,17,1937
6.1,2,23.5,0.5,0.5,0,0,0.3,24.8,238,4,6,16,5,22,1656
6.77,1,22.5,0,0.5,5.82,0,0.3,29.12,138,135,5,14,0,15,3388
20.4,1,57,0,0.5,14.45,0,0.3,72.25,132,25,10,14,6,15,1393
9.5,1,28.5,0,0.5,8.75,5.76,0.3,43.81,230,138,9,13,3,6,2921
9.93,1,31.5,0,0.5,6.46,0,0.3,38.76,138,61,4,4,2,13,1384
8.7,1,33,0,0.5,7.9,5.76,0.3,47.46,138,164,8,9,3,15,2496
22.2,2,97.5,0,0.5,0,0,0.3,98.3,132,265,6,17,6,16,1787
7.65,1,30,0,0.5,7.7,0,0.3,38.5,68,40,10,14,6,14,3144
12,1,36.5,1,0.5,8.8,5.76,0.3,52.86,138,186,2,27,1,18,1675
8.6,1,29,0,0.5,10.67,5.76,0.3,46.23,56,107,10,15,0,7,2470
5.02,1,24.5,0,0.5,6.32,0,0.3,31.62,237,114,9,13,3,9,2246
7.93,1,24.5,1.5,0.5,6.51,5.76,0.3,39.07,138,236,11,7,2,19,1722
8.5,1,27,0,0.5,8.35,5.76,0.3,41.91,138,236,4,7,5,14,1685
9.09,1,28,0,0.5,7,5.76,0.3,41.56,230,7,3,25,6,19,1317
9.9,1,29.5,0.5,0.5,0,0,0.3,30.8,164,243,2,9,4,2,882
6.04,2,22.5,0.5,0.5,0,0,0.3,23.8,79,74,12,22,5,2,3070
15.8,1,45.5,0,0.5,9.26,0,0.3,55.56,132,255,11,16,4,14,3823.000000000001
3.2,1,25,0,0.5,5.15,0,0.3,30.95,186,140,11,5,0,11,2148
4.23,1,23,1,0.5,4.96,0,0.3,29.76,166,50,10,11,3,19,1802
12.2,1,38,0,0.5,8.91,5.76,0.3,53.47,138,186,2,25,6,15,2976
9.8,1,34.5,0.5,0.5,4,0,0.3,39.8,233,188,12,20,3,20,2175
11.07,1,33,0,0.5,9.89,5.76,0.3,49.45,142,138,1,17,2,6,1774
14.3,1,44.5,0.5,0.5,0,0,0.3,45.8,186,3,7,7,5,21,2407
6.3,1,24,0.5,0.5,5.05,0,0.3,30.35,249,37,5,5,5,0,1661
9.4,1,33,0.5,0.5,6.85,0,0.3,41.15,261,146,12,20,3,22,2136
20.18,1,75,0,0,10,21,0.3,106.3,164,1,9,2,6,16,2210
8.34,1,25,0.5,0.5,6.58,0,0.3,32.88,162,40,3,27,1,1,2007
10.8,1,33.5,0,0.5,8.01,5.76,0.3,48.07,138,161,10,26,4,11,3538
10.82,1,39.5,0,0.5,11.52,5.76,0.3,57.58,163,138,2,15,3,12,2263
9.6,1,29,0.5,0.5,7.58,0,0.3,37.88,151,18,10,4,3,2,1903
10.62,1,34,0,0.5,6.96,0,0.3,41.76,138,66,9,26,2,10,2392
12.41,1,40,0.5,0.5,8.26,0,0.3,49.56,132,189,5,5,5,20,1849
6.2,2,23,0,0.5,0,0,0.3,23.8,141,87,6,18,0,8,1551
9.8,1,30.5,1,0.5,6.46,0,0.3,38.76,186,243,2,15,3,19,3427
5.6,1,23,0,0.5,7.14,0,0.3,30.94,170,12,6,4,0,14,1407
8,1,26.5,0.5,0.5,6.95,0,0.3,34.75,261,24,4,6,4,22,1844
3.9,1,22,0,0.5,4.56,0,0.3,27.36,186,263,11,17,5,19,2331
11.07,1,33,0,0.5,7.91,5.76,0.3,47.47,161,138,9,26,2,15,2078
7.5,1,23,0.5,0.5,4.85,0,0.3,29.15,138,255,12,9,6,23,1195
15.05,1,40.5,0.5,0.5,9.51,5.76,0.3,57.07,170,175,2,6,1,20,1976
7.86,1,22.5,0,0.5,4.66,0,0.3,27.96,143,243,3,28,2,6,3251
9.1,1,30.5,0,0.5,7.4,5.76,0.3,44.46,170,138,9,14,4,9,1190
12.58,1,36,0.5,0.5,7.46,0,0.3,44.76,138,25,9,13,3,20,1412
9.1,2,29.5,0,0.5,0,0,0.3,30.3,264,264,7,7,5,8,2340
9.05,1,35.5,0,0.5,8.41,5.76,0.3,50.47,138,162,3,5,0,8,58.00000000000001
16.5,1,47.5,0.5,0.5,5.05,0,0.3,53.85,138,165,9,14,4,22,2083
6.4,2,23.5,0.5,0.5,0,0,0.3,24.8,79,85,1,30,1,22,2291
6.02,1,23,0,0.5,3.57,0,0.3,27.37,264,264,10,11,3,7,1884
4.2,1,26.5,0,0.5,4.1,0,0.3,31.4,24,141,3,28,2,11,1278
8.87,1,26,0.5,0.5,6.61,5.76,0.3,39.67,138,186,3,27,1,20,1339
12.1,1,39,0.5,0.5,10.08,0,0.3,50.38,234,248,3,27,1,21,2791
6.5,2,25.5,0,0.5,0,0,0.3,26.3,163,88,5,17,3,11,1078
5.6,1,23,0,0.5,7.1,0,0.3,30.9,237,4,4,26,3,15,1904
8.8,1,38.5,0.5,0.5,9.95,0,0.3,49.75,125,72,6,22,4,23,2678
13.1,1,37.5,0.5,0.5,11.1,5.76,0.3,55.66,138,79,4,25,2,22,2544
17.3,1,53.5,0,0.5,10,5.76,0.3,70.06,138,231,9,12,2,8,1796
0.2,1,3,0.5,0.5,0.85,0,0.3,5.15,237,236,4,14,5,23,1787
12,1,34,0.5,0.5,10.27,5.76,0.3,51.33,138,113,3,4,6,23,4661
12.1,1,35.5,0,0.5,7.25,0,0.3,43.55,87,138,5,26,5,6,2518
5.99,2,22,0,0.5,0,0,0.3,22.8,161,12,12,27,3,10,2119
18.6,1,64,0,0.5,10.58,5.76,0.3,81.14,164,265,2,16,4,14,2443
18.12,1,60,0,0.5,0,5.76,0.3,66.56,215,78,10,19,4,7,1909
6,1,28,0.5,0.5,5.85,0,0.3,35.15,79,177,9,21,4,23,2486
17.19,2,48.5,0,0.5,0,5.76,0.3,55.06,230,138,2,17,5,16,2332
4.68,1,22,0,0.5,4.56,0,0.3,27.36,239,234,11,18,6,16,1946
7.51,1,22.5,0.5,0.5,4.76,0,0.3,30.51,181,80,3,25,6,20,1629
10.4,1,29,0.5,0.5,9,5.76,0.3,45.06,233,138,6,25,0,5,1256
13.7,1,44.5,0,0.5,9.05,0,0.3,54.35,100,147,10,13,5,15,2181
11,1,31.5,0,0.5,7.6,5.76,0.3,45.66,138,162,1,7,6,19,2477
7.3,1,24,0,0.5,6.2,0,0.3,31,142,138,3,4,6,6,1726
7.7,1,28,0.5,0.5,5.85,0,0.3,35.15,141,17,2,24,5,3,1831
12.8,1,36.5,0.5,0.5,10.11,2.64,0.3,50.55,186,200,5,22,1,23,2159
24.94,1,86.5,1,0.5,11.5,0,0.3,99.8,138,265,2,6,1,18,2318
9.98,1,33,0,0.5,7.91,5.76,0.3,47.47,138,162,3,28,2,9,1926
7.29,2,23,1,0.5,0,0,0.3,24.8,13,162,12,11,1,19,2032
9.87,1,32,0.5,0.5,7.81,5.76,0.3,46.87,138,48,10,3,2,22,1749
2.9,1,23,1,0.5,4.95,0,0.3,29.75,125,48,9,21,4,16,1637
4.5,1,24,0,0.5,4.95,0,0.3,29.75,114,236,2,6,1,9,1314
6.65,2,22.5,0,0.5,0,0,0.3,23.3,100,116,11,19,0,9,1219
10.22,2,31,0,0.5,0,2.54,0.3,34.34,230,220,9,28,4,11,1245
9.95,1,32,1,0.5,7.91,5.76,0.3,47.47,138,162,6,26,1,18,1308
16.3,1,48.5,0,0.5,9.86,0,0.3,59.16,132,145,6,15,4,12,2232
5.8,1,22.5,0.5,0.5,4.75,0,0.3,28.55,211,262,3,6,1,21,755
10.5,1,30,1,0.5,6.35,0,0.3,38.15,132,175,3,2,4,17,1518
9.47,1,32.5,0,0.5,125,0,0.3,158.3,161,138,5,6,6,12,1982
5.11,1,24,0,0.5,4.96,0,0.3,29.76,113,226,3,6,1,13,1072
10.62,1,43.5,0,0.5,10.01,5.76,0.3,60.07,138,230,11,28,2,14,2400
6.82,1,25,0,0.5,4,0,0.3,29.8,140,87,12,11,1,8,1866
7.4,1,25.5,1,0.5,5.45,0,0.3,32.75,186,97,6,26,1,19,2980
5.93,1,24.5,1,0.5,3.94,0,0.3,30.24,170,13,8,30,3,16,2245
9.3,2,26.5,0.5,0.5,0,0,0.3,27.8,138,175,3,11,6,22,2035
11.8,1,39,1,0.5,6,0,0.3,46.8,249,127,3,26,0,17,2047
8.3,1,25.5,0,0.5,3.5,0,0.3,29.8,142,127,3,17,5,11,933
12.05,1,40,0,0.5,9.31,5.76,0.3,55.87,138,230,8,22,2,7,1343
6.7,1,32,1,0.5,6.76,0,0.3,40.56,114,181,10,5,4,17,1396
15.1,1,43,0,0.5,7.43,5.76,0.3,56.99,200,140,11,27,1,11,2198
4.64,1,22.5,0.5,0.5,5.95,0,0.3,29.75,145,224,6,5,1,22,1091
8,1,28.5,0,0.5,4,5.76,0.3,39.06,138,164,10,16,1,12,1867
5.25,1,22,0,0.5,4.56,0,0.3,27.36,24,68,11,7,2,8,2422
10.63,1,36.5,0,0.5,8.5,5.76,0.3,51.56,161,138,11,18,6,14,1042
8.04,1,31,0,0.5,6.36,0,0.3,38.16,87,237,11,28,2,12,1133
12.72,1,35,0,0.5,7.16,0,0.3,42.96,231,138,2,17,5,6,1275
19,1,53.5,0.5,0.5,10.95,0,0.3,65.75,132,133,5,23,2,22,1307
12.5,1,40.5,0,0.5,9.41,5.76,0.3,56.47,138,230,6,5,1,15,1472
7.26,2,27.5,0,0.5,0,0,0.3,28.3,229,13,10,19,4,7,728
7.86,2,37,1,0.5,0,0,0.3,38.8,138,230,6,7,3,17,2047
10.26,1,29.5,0.5,0.5,4.62,0,0.3,35.42,224,138,3,26,0,5,3834.000000000001
2.5,1,21.5,1,0.5,5.83,0,0.3,29.13,211,100,3,9,4,16,2156
3.5,2,23.5,1,0.5,0,0,0.3,25.3,144,141,10,18,3,17,1289
14.69,1,40.5,0,0.5,9.41,5.76,0.3,56.47,138,87,4,4,2,15,2684
16.91,2,49,0,0.5,0,0,0.3,49.8,138,89,12,14,4,13,2478
9.78,1,43,1,0.5,10.11,5.76,0.3,60.67,138,68,5,4,4,17,83078
7.2,1,23.5,0,0.5,0,0,0.3,24.3,182,41,12,23,6,10,37
19.01,1,53,1,0.5,10.96,0,0.3,65.76,132,33,9,21,4,19,2972
10.49,1,30.5,0,0.5,11.12,5.76,0.3,48.18,233,138,3,29,3,7,112
8.2,1,25,0.5,0.5,3.16,0,0.3,29.46,229,243,6,16,5,3,1965
6.85,1,24,0,0.5,4.96,0,0.3,29.76,151,231,9,2,6,15,1828
8.69,1,29,0,0.5,0,0,0.3,29.8,233,181,1,31,2,11,2176
6.3,1,23.5,0.5,0.5,7.4,0,0.3,32.2,163,97,11,17,5,0,3125
5.56,1,24.5,0,0.5,5.48,0,0.3,30.78,263,79,5,25,4,8,49
7.63,1,30,0,0.5,7.7,0,0.3,38.5,237,66,9,23,6,18,2675
6.68,1,23.5,0.5,0.5,6.2,0,0.3,31,162,88,4,25,2,20,1488
19,1,57,1,0.5,14.65,0,0.3,73.45,132,112,11,30,4,16,1932
8.29,1,28.5,0,0.5,5.86,0,0.3,35.16,236,87,3,26,0,7,1985
11.7,1,47.5,0,0.5,9.65,0,0.3,57.95,138,65,3,16,4,13,2209
4.61,1,26.5,1,0.5,4,0,0.3,32.3,48,4,10,11,3,18,2422
10.7,1,33.5,0,0.5,6.85,0,0.3,41.15,138,65,3,27,1,11,1643
14.06,2,38.5,0,0.5,0,0,0.3,39.3,132,16,10,31,2,11,2765
14.8,1,48,0,0.5,9.75,0,0.3,58.55,132,112,8,30,3,15,1660
8.8,1,28.5,0,0.5,8.75,5.76,0.3,43.81,138,161,1,18,3,13,1798
9.4,1,32,1,0.5,6.75,0,0.3,40.55,138,163,2,5,0,16,1941
0.2,2,3,0.5,0.5,0,0,0.3,4.3,142,143,1,10,2,23,3086
6.84,1,24,0,0.5,7.44,0,0.3,32.24,162,25,6,6,2,12,2098
0.3,2,3,0,0.5,0,0,0.3,3.8,100,230,10,19,4,5,1714
7.11,2,23.5,0.5,0.5,0,0,0.3,24.8,234,181,6,17,6,0,3606
16.3,1,52.5,1,0.5,10.85,0,0.3,65.15,264,264,3,27,1,16,2988
10.4,1,34,0,0.5,8.1,5.76,0.3,48.66,161,138,6,26,1,11,2768
8.36,1,29.69,0,0,0,0,0.3,29.99,68,223,12,22,5,9,1551
7.2,1,23,0.5,0.5,6.05,0,0.3,30.35,170,25,9,26,2,0,2283
9.02,2,27.5,0,0.5,0,5.76,0.3,34.06,138,230,8,11,5,15,1535
5.94,1,24,0,0.5,4.96,0,0.3,29.76,234,24,8,17,4,9,1695
5.4,1,27.5,0,0.5,5.65,0,0.3,33.95,230,87,11,28,2,13,1380
11.49,1,34.5,0,0.5,10.26,5.76,0.3,51.32,138,170,6,5,1,9,1739
12.31,1,35.5,0,0.5,5.44,0,0.3,41.74,231,93,10,27,5,12,1410
4.76,1,24.5,0,0.5,7.59,0,0.3,32.89,263,148,4,14,5,18,1698
8.98,1,26,0,0.5,6.7,0,0.3,33.5,162,138,12,9,6,6,2622
9.2,2,28.5,0.5,0.5,0,0,0.3,29.8,138,225,7,7,5,22,1861
7.65,1,41.5,0,0.5,8.46,0,0.3,50.76,65,161,9,26,2,11,3531
12.45,1,34,0,0.5,2.8,0,0.3,37.6,138,132,3,8,3,12,3526
11.7,1,35.5,0.5,0.5,8.5,5.76,0.3,51.06,161,89,12,19,2,23,1539
9.69,1,31,0.5,0.5,8.08,0,0.3,40.38,161,95,3,16,4,20,2553
5.18,2,21.5,1,0.5,0,0,0.3,23.3,234,263,9,7,4,19,1822
6.06,1,27.5,0,0.5,5.66,0,0.3,33.96,186,42,10,5,4,15,2227
7.91,1,28.5,1,0.5,6.06,0,0.3,36.36,140,231,1,8,0,18,1867
8.4,1,26.5,0,0.5,6.6,5.76,0.3,39.66,138,164,1,18,3,13,2040
12.28,1,39.5,1,0.5,9.41,5.76,0.3,56.47,138,261,9,13,3,17,2979
9.46,1,30,1,0.5,7.51,5.76,0.3,45.07,138,163,5,2,2,19,2593
4.25,1,25,0,0.5,5.2,0,0.3,31,234,75,5,16,2,13,1710
9.33,1,31,0.5,0.5,9.69,0,0.3,41.99,164,243,10,15,0,21,1138
0.29,1,3,0,0.5,0.76,0,0.3,4.56,236,236,10,27,5,13,1570
7.18,1,23,0.5,0.5,4.86,0,0.3,29.16,158,116,2,17,5,4,2575
7.1,1,31,0.5,0.5,6.45,0,0.3,38.75,264,264,3,16,4,20,1849
17.1,1,77.5,1,0,7,12.5,0.3,98.3,161,265,8,17,4,16,3146
9.53,1,29.5,0,0.5,7.21,5.76,0.3,43.27,138,186,10,28,6,11,1220
9.47,1,28.5,0.5,0.5,7.11,5.76,0.3,42.67,138,142,3,7,2,21,2123
11.63,1,39.5,0,0.5,11.52,5.76,0.3,57.58,138,162,5,14,0,9,5854
10.38,1,30,0,0.5,7,5.76,0.3,43.56,107,138,6,15,4,10,1890
5.1,1,23.5,0,0.5,1.22,0,0.3,25.52,125,263,10,6,5,16,1187
10.06,1,29,0.5,0.5,7.21,5.76,0.3,43.27,138,239,5,24,3,20,1471
12.8,1,39,0,0.5,9.11,5.76,0.3,54.67,138,230,2,16,4,15,1259
18.35,1,78,0,0,17.76,10.5,0.3,106.56,163,1,3,28,2,14,1793
9.4,1,32,1,0.5,6.75,0,0.3,40.55,138,232,10,26,4,19,2698
7.49,1,22.5,0.5,0.5,4.76,0,0.3,28.56,237,138,8,20,0,4,1720
6.9,1,22.5,0.5,0.5,3.57,0,0.3,27.37,233,25,7,17,1,20,1807
9.63,1,28,0.5,0.5,5.86,0,0.3,37.11,48,127,8,7,1,22,1857
6.99,1,22.5,0.5,0.5,7.14,0,0.3,30.94,148,74,9,12,2,21,1679
14.98,1,65,0,0,16.16,15.5,0.3,96.96,68,1,1,18,3,15,1629
22.21,2,61.5,0,0.5,0,5.76,0.3,68.06,132,213,3,19,0,10,1724
5.41,1,23.5,0.5,0.5,3.8,0,0.3,28.6,255,229,10,26,4,23,1665
0.37,1,3,0.5,0.5,0.86,0,0.3,5.16,263,75,3,17,5,21,1927
10.81,1,38.5,0,0.5,11.26,5.76,0.3,56.32,138,68,2,8,3,15,1452
4.4,2,2.5,1,0.5,0,0,0.3,4.3,230,230,10,29,0,18,1333
5.7,1,23,0,0.5,5.95,0,0.3,29.75,65,186,3,25,6,11,1432
8.1,1,33.5,0,0.5,10,5.76,0.3,50.06,138,170,1,8,0,9,1980
9.05,1,28.5,1,0.5,7.21,5.76,0.3,43.27,138,262,2,26,0,17,1090
4.32,1,22,1,0.5,4.76,0,0.3,28.56,238,170,7,17,1,18,1900
11.94,1,39,0,0.5,9.11,5.76,0.3,54.67,138,164,2,26,0,8,2150
15.39,1,43,0,0.5,9.91,5.76,0.3,59.47,230,138,12,10,0,10,1554
16.6,2,47,0.5,0.5,0,0,0.3,48.3,132,256,3,9,4,23,986
9.62,1,28,0.5,0.5,5.86,0,0.3,35.16,43,138,3,25,6,5,1047
11.58,1,37.5,0,0.5,8.81,5.76,0.3,52.87,138,161,4,5,3,13,1354
6.22,1,25,0,0.5,6.45,0,0.3,32.25,236,68,6,6,2,10,1525
9.9,1,29,0,0.5,7.1,5.76,0.3,42.66,138,229,6,25,0,13,2617
13.16,1,42,0,0.5,9.71,5.76,0.3,58.27,90,138,9,13,3,8,4443
9.9,1,31,0,0.5,7.5,5.76,0.3,45.06,164,138,6,15,4,15,1821
7.34,1,23.5,0,0.5,4.86,0,0.3,29.16,75,148,5,13,6,19,2461
12,1,43,0,0.5,9.9,5.76,0.3,59.46,138,230,6,4,0,9,1096
8.1,1,28,0.5,0.5,5.85,0,0.3,35.15,13,162,8,29,2,20,2407
8.41,1,30,0,0.5,7.31,5.76,0.3,43.87,138,234,3,5,0,9,1881
9.22,1,29,0,0.5,5.96,0,0.3,35.76,92,145,3,4,6,14,2510
5.39,1,25,0.5,0.5,0,0,0.3,26.3,68,49,12,14,4,0,2142
9.33,1,28,1,0.5,8.89,5.76,0.3,44.45,140,138,2,9,4,17,959
11.01,1,38.5,0.5,0.5,9.95,0,0.3,49.75,79,223,10,17,2,22,1192
5.45,1,21.5,0.5,0.5,5.71,5.76,0.3,34.27,50,80,9,3,0,20,2092
9.69,1,31,0.5,0.5,3.81,5.76,0.3,41.87,138,246,3,6,1,20,2605
11.74,1,37,1,0.5,8.91,5.76,0.3,53.47,230,138,7,27,4,18,2487
7.7,1,26,0.5,0.5,6.6,5.76,0.3,39.66,138,170,12,19,2,22,2505
4.9,1,23,0,0.5,4.75,0,0.3,28.55,186,65,2,26,0,11,1708
3.7,1,22,0,0.5,4.56,0,0.3,27.36,13,68,11,7,2,15,1837
6.6,1,26,0.5,0.5,5.45,0,0.3,32.75,107,37,3,17,5,20,1128
12.19,1,39.5,0,0.5,8.94,5.76,0.3,55,138,100,3,3,5,13,4017.000000000001
13.87,1,39,0,0.5,7.96,0,0.3,47.76,132,198,3,4,6,18,1257
9.08,1,30.5,0,0.5,4,5.76,0.3,41.06,138,166,1,16,1,11,2372
19.1,1,50.5,0.5,0.5,10.35,0,0.3,62.15,132,33,8,8,2,23,1575
19.83,2,54.5,0.5,0.5,0,5.76,0.3,61.56,138,119,3,9,4,23,3167
0.36,1,3,0,0.5,0.95,0,0.3,4.75,74,74,9,1,5,11,1357
6.43,2,23.5,0,0.5,0,0,0.3,24.3,137,97,11,10,5,13,1485
12.83,1,40.5,1,0.5,14.42,5.76,0.3,62.48,138,68,11,7,2,19,2301
5.2,1,21.5,0,0.5,4.45,0,0.3,26.75,48,88,8,18,5,12,2039
8.37,1,25,0,0.5,5.16,0,0.3,30.96,237,13,9,12,2,6,2054
16.03,1,50,0,0.5,10.16,0,0.3,62.91,193,132,3,28,2,8,870
12.1,1,49.5,0,0.5,11.21,5.76,0.3,67.27,138,48,2,27,1,8,2623
6.84,1,23.5,0.5,0.5,4.96,0,0.3,29.76,246,33,2,25,6,1,1959
5.41,1,22,0.5,0.5,4.66,0,0.3,27.96,249,181,10,11,3,21,1641
4.1,1,21.5,0.5,0.5,4.56,0,0.3,27.36,170,226,5,15,1,0,1259
8.2,1,29,1,0.5,6.16,0,0.3,36.96,166,231,2,7,2,18,2428
8,1,28,0.5,0.5,7.3,0,0.3,36.6,239,45,4,5,3,20,54
10.08,1,34,0.5,0.5,7.06,0,0.3,42.36,234,95,3,26,0,23,2000
5.4,1,22,0,0.5,4.55,0,0.3,27.35,231,229,4,26,3,14,2615
4.71,1,21.5,0,0.5,0,0,0.3,22.3,71,37,8,23,3,10,2227
9.4,1,28.5,0.5,0.5,4,0,0.3,33.8,13,231,10,17,2,22,1839
10.79,1,32,0.5,0.5,6.66,0,0.3,39.96,226,243,12,10,0,1,4390
10.16,2,34,0,0.5,0,0,0.3,34.8,236,198,7,30,0,12,2844
5.51,1,27,0,0.5,5.56,0,0.3,33.36,88,107,12,8,5,14,2035
11.63,1,34,0,0.5,8.11,5.76,0.3,48.67,138,161,6,24,6,10,3227
0.3,1,3,0,0.5,0.76,0,0.3,4.56,68,48,4,6,4,15,2071
0.32,2,3,0,0.5,0,0,0.3,3.8,170,161,3,10,5,17,1516
11.23,2,31,0.5,0.5,0,0,0.3,32.3,132,173,9,6,3,0,3562
9.64,1,30,0.5,0.5,9.26,5.76,0.3,46.32,234,138,11,28,2,20,1899
8.86,1,32.5,1,0.5,5.14,0,0.3,39.44,43,231,4,26,3,16,2225
